id,id_especie,id_geracao,pokemon,altura,peso,exp_base,tipo_1,tipo_2,hp,ataque,defesa,ataque_especial,defesa_especial,velocidade,cor_1,cor_2,cor_final,url_imagem,url_icone
109,109,1,koffing,0.6,1,68,venenoso,NA,40,65,95,60,45,35,#A040A0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/109.png,//cdn.bulbagarden.net/upload/3/3f/109MS.png
110,110,1,weezing,1.2,9.5,172,venenoso,NA,65,90,120,85,70,60,#A040A0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/110.png,//cdn.bulbagarden.net/upload/2/22/110MS.png
111,111,1,rhyhorn,1,115,69,terrestre,pedra,80,85,95,30,30,25,#E0C068,#B8A038,#D6B85C,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/111.png,//cdn.bulbagarden.net/upload/6/67/111MS.png
112,112,1,rhydon,1.9,120,170,terrestre,pedra,105,130,120,45,45,40,#E0C068,#B8A038,#D6B85C,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/112.png,//cdn.bulbagarden.net/upload/5/57/112XYMS.png
113,113,1,chansey,1.1,34.6,395,normal,NA,250,5,5,35,105,50,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/113.png,//cdn.bulbagarden.net/upload/e/ea/113MS.png
114,114,1,tangela,1,35,87,grama,NA,65,55,115,100,40,60,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/114.png,//cdn.bulbagarden.net/upload/4/45/114MS.png
115,115,1,kangaskhan,2.2,80,172,normal,NA,105,95,80,40,80,90,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/115.png,//cdn.bulbagarden.net/upload/6/65/115XYMS.png
116,116,1,horsea,0.4,8,59,água,NA,30,40,70,70,25,60,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/116.png,//cdn.bulbagarden.net/upload/2/23/116MS.png
117,117,1,seadra,1.2,25,154,água,NA,55,65,95,95,45,85,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/117.png,//cdn.bulbagarden.net/upload/8/81/117MS.png
118,118,1,goldeen,0.6,15,64,água,NA,45,67,60,35,50,63,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/118.png,//cdn.bulbagarden.net/upload/9/9b/118MS.png
119,119,1,seaking,1.3,39,158,água,NA,80,92,65,65,80,68,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/119.png,//cdn.bulbagarden.net/upload/2/27/119XYMS.png
120,120,1,staryu,0.8,34.5,68,água,NA,30,45,55,70,55,85,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/120.png,//cdn.bulbagarden.net/upload/6/60/120MS.png
121,121,1,starmie,1.1,80,182,água,psíquico,60,75,85,100,85,115,#6890F0,#F85888,#8A82D6,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/121.png,//cdn.bulbagarden.net/upload/5/55/121MS.png
122,122,1,mr-mime,1.3,54.5,161,psíquico,fada,40,45,65,100,120,90,#F85888,#EE99AC,#F56790,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/122.png,//cdn.bulbagarden.net/upload/4/4b/122XYMS.png
123,123,1,scyther,1.5,56,100,inseto,voador,70,110,80,55,80,105,#A8B820,#A890F0,#A8AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/123.png,//cdn.bulbagarden.net/upload/7/79/123XYMS.png
124,124,1,jynx,1.4,40.6,159,gelo,psíquico,65,50,35,115,95,95,#98D8D8,#F85888,#AFB8C4,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/124.png,//cdn.bulbagarden.net/upload/6/60/124XYMS.png
125,125,1,electabuzz,1.1,30,172,elétrico,NA,65,83,57,95,85,105,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/125.png,//cdn.bulbagarden.net/upload/0/00/125XYMS.png
126,126,1,magmar,1.3,44.5,173,fogo,NA,65,95,57,100,85,93,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/126.png,//cdn.bulbagarden.net/upload/d/df/126XYMS.png
127,127,1,pinsir,1.5,55,175,inseto,NA,65,125,100,55,70,85,#A8B820,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/127.png,//cdn.bulbagarden.net/upload/f/f3/127XYMS.png
128,128,1,tauros,1.4,88.4,172,normal,NA,75,100,95,40,70,110,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/128.png,//cdn.bulbagarden.net/upload/e/e1/128XYMS.png
129,129,1,magikarp,0.9,10,40,água,NA,20,10,55,15,20,80,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/129.png,//cdn.bulbagarden.net/upload/7/7c/129MS.png
130,130,1,gyarados,6.5,235,189,água,voador,95,125,79,60,100,81,#6890F0,#A890F0,#7790F0,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/130.png,//cdn.bulbagarden.net/upload/b/be/130XYMS.png
131,131,1,lapras,2.5,220,187,água,gelo,130,85,80,85,95,60,#6890F0,#98D8D8,#73A1EA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/131.png,//cdn.bulbagarden.net/upload/e/e5/131XYMS.png
132,132,1,ditto,0.3,4,101,normal,NA,48,48,48,48,48,48,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/132.png,//cdn.bulbagarden.net/upload/5/53/132MS.png
133,133,1,eevee,0.3,6.5,65,normal,NA,55,55,50,45,65,55,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/133.png,//cdn.bulbagarden.net/upload/d/de/133MS.png
134,134,1,vaporeon,1,29,184,água,NA,130,65,60,110,95,65,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/134.png,//cdn.bulbagarden.net/upload/b/be/134MS.png
135,135,1,jolteon,0.8,24.5,184,elétrico,NA,65,65,60,110,95,130,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/135.png,//cdn.bulbagarden.net/upload/1/16/135MS.png
136,136,1,flareon,0.9,25,184,fogo,NA,65,130,60,95,110,65,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/136.png,//cdn.bulbagarden.net/upload/3/30/136MS.png
137,137,1,porygon,0.8,36.5,79,normal,NA,65,60,70,85,75,40,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/137.png,//cdn.bulbagarden.net/upload/f/f7/137MS.png
138,138,1,omanyte,0.4,7.5,71,pedra,água,35,40,100,90,55,35,#B8A038,#6890F0,#A49C64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/138.png,//cdn.bulbagarden.net/upload/9/97/138MS.png
139,139,1,omastar,1,35,173,pedra,água,70,60,125,115,70,55,#B8A038,#6890F0,#A49C64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/139.png,//cdn.bulbagarden.net/upload/2/2a/139MS.png
140,140,1,kabuto,0.5,11.5,71,pedra,água,30,80,90,55,45,55,#B8A038,#6890F0,#A49C64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/140.png,//cdn.bulbagarden.net/upload/1/1e/140MS.png
141,141,1,kabutops,1.3,40.5,173,pedra,água,60,115,105,65,70,80,#B8A038,#6890F0,#A49C64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/141.png,//cdn.bulbagarden.net/upload/6/66/141XYMS.png
142,142,1,aerodactyl,1.8,59,180,pedra,voador,80,105,65,60,75,130,#B8A038,#A890F0,#B49C64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/142.png,//cdn.bulbagarden.net/upload/b/b1/142XYMS.png
143,143,1,snorlax,2.1,460,189,normal,NA,160,110,65,65,110,30,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/143.png,//cdn.bulbagarden.net/upload/e/e0/143XYMS.png
144,144,1,articuno,1.7,55.4,261,gelo,voador,90,85,100,95,125,85,#98D8D8,#A890F0,#9BC6DD,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/144.png,//cdn.bulbagarden.net/upload/f/fe/144XYMS.png
145,145,1,zapdos,1.6,52.6,261,elétrico,voador,90,90,85,125,90,100,#F8D030,#A890F0,#E4C05E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/145.png,//cdn.bulbagarden.net/upload/8/86/145XYMS.png
146,146,1,moltres,2,60,261,fogo,voador,90,100,90,125,85,90,#F08030,#A890F0,#DE835E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/146.png,//cdn.bulbagarden.net/upload/9/90/146XYMS.png
147,147,1,dratini,1.8,3.3,60,dragão,NA,41,64,45,50,50,50,#7038F8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/147.png,//cdn.bulbagarden.net/upload/2/26/147MS.png
148,148,1,dragonair,4,16.5,147,dragão,NA,61,84,65,70,70,70,#7038F8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/148.png,//cdn.bulbagarden.net/upload/4/4e/148MS.png
149,149,1,dragonite,2.2,210,270,dragão,voador,91,134,95,100,100,80,#7038F8,#A890F0,#7D4DF6,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/149.png,//cdn.bulbagarden.net/upload/2/20/149XYMS.png
150,150,1,mewtwo,2,122,306,psíquico,NA,106,110,90,154,90,130,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/150.png,//cdn.bulbagarden.net/upload/a/ab/150XYMS.png
151,151,1,mew,0.4,4,270,psíquico,NA,100,100,100,100,100,100,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/151.png,//cdn.bulbagarden.net/upload/a/a7/151MS.png
152,152,2,chikorita,0.9,6.4,64,grama,NA,45,49,65,49,65,45,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/152.png,//cdn.bulbagarden.net/upload/7/79/152MS.png
153,153,2,bayleef,1.2,15.8,142,grama,NA,60,62,80,63,80,60,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/153.png,//cdn.bulbagarden.net/upload/3/31/153MS.png
154,154,2,meganium,1.8,100.5,236,grama,NA,80,82,100,83,100,80,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/154.png,//cdn.bulbagarden.net/upload/8/89/154MS.png
155,155,2,cyndaquil,0.5,7.9,62,fogo,NA,39,52,43,60,50,65,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/155.png,//cdn.bulbagarden.net/upload/3/39/155MS.png
156,156,2,quilava,0.9,19,142,fogo,NA,58,64,58,80,65,80,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/156.png,//cdn.bulbagarden.net/upload/3/36/156MS.png
157,157,2,typhlosion,1.7,79.5,240,fogo,NA,78,84,78,109,85,100,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/157.png,//cdn.bulbagarden.net/upload/5/56/157MS.png
158,158,2,totodile,0.6,9.5,63,água,NA,50,65,64,44,48,43,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/158.png,//cdn.bulbagarden.net/upload/f/f5/158MS.png
159,159,2,croconaw,1.1,25,142,água,NA,65,80,80,59,63,58,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/159.png,//cdn.bulbagarden.net/upload/e/ea/159MS.png
160,160,2,feraligatr,2.3,88.8,239,água,NA,85,105,100,79,83,78,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/160.png,//cdn.bulbagarden.net/upload/6/6d/160MS.png
161,161,2,sentret,0.8,6,43,normal,NA,35,46,34,35,45,20,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/161.png,//cdn.bulbagarden.net/upload/5/5c/161MS.png
162,162,2,furret,1.8,32.5,145,normal,NA,85,76,64,45,55,90,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/162.png,//cdn.bulbagarden.net/upload/c/c1/162MS.png
163,163,2,hoothoot,0.7,21.2,52,normal,voador,60,30,30,36,56,50,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/163.png,//cdn.bulbagarden.net/upload/c/c0/163MS.png
164,164,2,noctowl,1.6,40.8,158,normal,voador,100,50,50,86,96,70,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/164.png,//cdn.bulbagarden.net/upload/7/7a/164MS.png
165,165,2,ledyba,1,10.8,53,inseto,voador,40,20,30,40,80,55,#A8B820,#A890F0,#A8AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/165.png,//cdn.bulbagarden.net/upload/e/e1/165MS.png
166,166,2,ledian,1.4,35.6,137,inseto,voador,55,35,50,55,110,85,#A8B820,#A890F0,#A8AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/166.png,//cdn.bulbagarden.net/upload/4/44/166MS.png
167,167,2,spinarak,0.5,8.5,50,inseto,venenoso,40,60,40,40,40,30,#A8B820,#A040A0,#A69A3F,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/167.png,//cdn.bulbagarden.net/upload/0/08/167MS.png
168,168,2,ariados,1.1,33.5,140,inseto,venenoso,70,90,70,60,70,40,#A8B820,#A040A0,#A69A3F,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/168.png,//cdn.bulbagarden.net/upload/a/ae/168MS.png
169,169,2,crobat,1.8,75,241,venenoso,voador,85,90,80,70,80,130,#A040A0,#A890F0,#A153B3,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/169.png,//cdn.bulbagarden.net/upload/9/96/169MS.png
170,170,2,chinchou,0.5,12,66,água,elétrico,75,38,38,56,56,67,#6890F0,#F8D030,#8A9FC1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/170.png,//cdn.bulbagarden.net/upload/2/22/170MS.png
171,171,2,lanturn,1.2,22.5,161,água,elétrico,125,58,58,76,76,67,#6890F0,#F8D030,#8A9FC1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/171.png,//cdn.bulbagarden.net/upload/4/43/171MS.png
172,172,2,pichu,0.3,2,41,elétrico,NA,20,40,15,35,35,60,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/172.png,//cdn.bulbagarden.net/upload/5/50/172MS.png
173,173,2,cleffa,0.3,3,44,fada,NA,50,25,28,45,55,15,#EE99AC,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/173.png,//cdn.bulbagarden.net/upload/9/90/173MS.png
174,174,2,igglybuff,0.3,1,42,normal,fada,90,30,15,40,20,15,#A8A878,#EE99AC,#B8A484,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/174.png,//cdn.bulbagarden.net/upload/4/44/174MS.png
175,175,2,togepi,0.3,1.5,49,fada,NA,35,20,65,40,65,20,#EE99AC,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/175.png,//cdn.bulbagarden.net/upload/e/ef/175MS.png
176,176,2,togetic,0.6,3.2,142,fada,voador,55,40,85,80,105,40,#EE99AC,#A890F0,#DD96BC,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/176.png,//cdn.bulbagarden.net/upload/8/82/176MS.png
177,177,2,natu,0.2,2,64,psíquico,voador,40,50,45,70,45,70,#F85888,#A890F0,#E465A1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/177.png,//cdn.bulbagarden.net/upload/0/07/177MS.png
178,178,2,xatu,1.5,15,165,psíquico,voador,65,75,70,95,70,95,#F85888,#A890F0,#E465A1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/178.png,//cdn.bulbagarden.net/upload/1/12/178MS.png
179,179,2,mareep,0.6,7.8,56,elétrico,NA,55,40,40,65,45,35,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/179.png,//cdn.bulbagarden.net/upload/7/75/179MS.png
180,180,2,flaaffy,0.8,13.3,128,elétrico,NA,70,55,55,80,60,45,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/180.png,//cdn.bulbagarden.net/upload/2/2a/180MS.png
181,181,2,ampharos,1.4,61.5,230,elétrico,NA,90,75,85,115,90,55,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/181.png,//cdn.bulbagarden.net/upload/9/91/181MS.png
182,182,2,bellossom,0.4,5.8,221,grama,NA,75,80,95,90,100,50,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/182.png,//cdn.bulbagarden.net/upload/8/85/182MS.png
183,183,2,marill,0.4,8.5,88,água,fada,70,20,50,20,50,40,#6890F0,#EE99AC,#8892DF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/183.png,//cdn.bulbagarden.net/upload/3/36/183MS.png
184,184,2,azumarill,0.8,28.5,189,água,fada,100,50,80,60,80,50,#6890F0,#EE99AC,#8892DF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/184.png,//cdn.bulbagarden.net/upload/8/89/184MS.png
185,185,2,sudowoodo,1.2,38,144,pedra,NA,70,100,115,30,65,30,#B8A038,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/185.png,//cdn.bulbagarden.net/upload/3/3b/185MS.png
186,186,2,politoed,1.1,33.9,225,água,NA,90,75,75,90,100,70,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/186.png,//cdn.bulbagarden.net/upload/e/e9/186MS.png
187,187,2,hoppip,0.4,0.5,50,grama,voador,35,35,40,35,55,50,#78C850,#A890F0,#83BA76,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/187.png,//cdn.bulbagarden.net/upload/4/43/187MS.png
188,188,2,skiploom,0.6,1,119,grama,voador,55,45,50,45,65,80,#78C850,#A890F0,#83BA76,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/188.png,//cdn.bulbagarden.net/upload/8/88/188MS.png
189,189,2,jumpluff,0.8,3,207,grama,voador,75,55,70,55,95,110,#78C850,#A890F0,#83BA76,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/189.png,//cdn.bulbagarden.net/upload/b/ba/189MS.png
190,190,2,aipom,0.8,11.5,72,normal,NA,55,70,55,40,55,85,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/190.png,//cdn.bulbagarden.net/upload/0/00/190MS.png
191,191,2,sunkern,0.3,1.8,36,grama,NA,30,30,30,30,30,30,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/191.png,//cdn.bulbagarden.net/upload/e/e5/191MS.png
192,192,2,sunflora,0.8,8.5,149,grama,NA,75,75,55,105,85,30,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/192.png,//cdn.bulbagarden.net/upload/5/5a/192MS.png
193,193,2,yanma,1.2,38,78,inseto,voador,65,65,45,75,45,95,#A8B820,#A890F0,#A8AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/193.png,//cdn.bulbagarden.net/upload/9/97/193MS.png
194,194,2,wooper,0.4,8.5,42,água,terrestre,55,45,45,25,25,15,#6890F0,#E0C068,#859BCF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/194.png,//cdn.bulbagarden.net/upload/0/0d/194MS.png
195,195,2,quagsire,1.4,75,151,água,terrestre,95,85,85,65,65,35,#6890F0,#E0C068,#859BCF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/195.png,//cdn.bulbagarden.net/upload/8/8b/195MS.png
196,196,2,espeon,0.9,26.5,184,psíquico,NA,65,65,60,130,95,110,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/196.png,//cdn.bulbagarden.net/upload/a/a7/196MS.png
197,197,2,umbreon,1,27,184,sombrio,NA,95,65,110,60,130,65,#705848,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/197.png,//cdn.bulbagarden.net/upload/7/76/197MS.png
198,198,2,murkrow,0.5,2.1,81,sombrio,voador,60,85,42,85,42,91,#705848,#A890F0,#7D6570,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/198.png,//cdn.bulbagarden.net/upload/7/71/198MS.png
199,199,2,slowking,2,79.5,172,água,psíquico,95,75,80,100,110,30,#6890F0,#F85888,#8A82D6,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/199.png,//cdn.bulbagarden.net/upload/8/80/199MS.png
200,200,2,misdreavus,0.7,1,87,fantasma,NA,60,60,60,85,85,85,#705898,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/200.png,//cdn.bulbagarden.net/upload/8/89/200MS.png
201,201,2,unown,0.5,5,118,psíquico,NA,48,72,48,72,48,48,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/201.png,//cdn.bulbagarden.net/upload/a/a4/201MS.png
202,202,2,wobbuffet,1.3,28.5,142,psíquico,NA,190,33,58,33,58,33,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/202.png,//cdn.bulbagarden.net/upload/f/fa/202MS.png
203,203,2,girafarig,1.5,41.5,159,normal,psíquico,70,80,65,90,65,85,#A8A878,#F85888,#BB947B,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/203.png,//cdn.bulbagarden.net/upload/6/6a/203MS.png
204,204,2,pineco,0.6,7.2,58,inseto,NA,50,65,90,35,35,15,#A8B820,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/204.png,//cdn.bulbagarden.net/upload/5/52/204MS.png
205,205,2,forretress,1.2,125.8,163,inseto,aço,75,90,140,60,60,40,#A8B820,#B8B8D0,#ABB84A,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/205.png,//cdn.bulbagarden.net/upload/5/5f/205MS.png
206,206,2,dunsparce,1.5,14,145,normal,NA,100,70,70,65,65,45,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/206.png,//cdn.bulbagarden.net/upload/b/b0/206MS.png
207,207,2,gligar,1.1,64.8,86,terrestre,voador,65,75,105,35,65,85,#E0C068,#A890F0,#D2B488,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/207.png,//cdn.bulbagarden.net/upload/6/67/207MS.png
208,208,2,steelix,9.2,400,179,aço,terrestre,75,85,200,55,65,30,#B8B8D0,#E0C068,#C1B9B6,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/208.png,//cdn.bulbagarden.net/upload/b/bf/208MS.png
209,209,2,snubbull,0.6,7.8,60,fada,NA,60,80,50,40,40,30,#EE99AC,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/209.png,//cdn.bulbagarden.net/upload/6/6c/209MS.png
210,210,2,granbull,1.4,48.7,158,fada,NA,90,120,75,60,60,45,#EE99AC,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/210.png,//cdn.bulbagarden.net/upload/c/cd/210MS.png
211,211,2,qwilfish,0.5,3.9,88,água,venenoso,65,95,85,55,55,85,#6890F0,#A040A0,#757CDC,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/211.png,//cdn.bulbagarden.net/upload/9/93/211MS.png
212,212,2,scizor,1.8,118,175,inseto,aço,70,130,100,55,80,65,#A8B820,#B8B8D0,#ABB84A,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/212.png,//cdn.bulbagarden.net/upload/f/f2/212MS.png
213,213,2,shuckle,0.6,20.5,177,inseto,pedra,20,10,230,10,230,5,#A8B820,#B8A038,#ABB225,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/213.png,//cdn.bulbagarden.net/upload/0/0a/213MS.png
214,214,2,heracross,1.5,54,175,inseto,lutador,80,125,75,40,95,85,#A8B820,#C03028,#AD9721,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/214.png,//cdn.bulbagarden.net/upload/4/4c/214MS.png
215,215,2,sneasel,0.9,28,86,sombrio,gelo,55,95,55,35,75,115,#705848,#98D8D8,#79776A,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/215.png,//cdn.bulbagarden.net/upload/6/67/215MS.png
